date,csi1,csi2,quadrant,SPY,TLT,XLK,XLI,XLY,XLF,XLB,XLE,XLP,XLU,XLRE,XLV,XRT,SPY_IV
2000-01-03,,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
2000-01-04,,,0,-0.03912266226622663,,-0.050685425685425556,-0.027392510402219128,-0.030202456023896485,-0.043595263724434785,-0.009626492106276419,-0.01882530120481929,-0.028131868131868187,-0.029872495446265912,,-0.022772277227722793,,
2000-01-05,,,0,0.0017889087656528524,,-0.015010450313509338,-0.004634581105169344,-0.012320328542094416,-0.007878446820483997,0.041213063763608115,0.02647735993860323,0.01763907734056991,0.02515959444235838,,-0.00911854103343468,,
2000-01-06,,,0,-0.016071428571428625,,-0.03298611111111116,0.013610315186246336,0.011434511434511574,0.04367555303460002,0.02576549663928307,0.03850467289719628,0.01866666666666683,-0.001831501831501825,,0.0034083162917519783,,
2000-01-07,,,0,0.05807622504537213,,0.017354877318970674,0.03816254416961118,0.046933881466255434,0.016847826086956674,-0.0007280669821623231,0.010799136069114423,0.06369982547993014,0.008440366972477076,,0.012228260869565188,,
2000-01-10,,,0,0.0034305317324185847,,0.03803921568627455,0.0,-0.00490837696335078,-0.017637626937466733,-0.003278688524590123,-0.008547008547008517,-0.0225594749794914,0.00363901018922852,,0.10201342281879211,,
2000-01-11,,,0,-0.011965811965811923,,-0.028333962976955007,-0.012933968686181019,-0.005919105557382398,-0.01686615886833509,-0.012061403508771829,0.001436781609195359,0.0,-0.01087744742567065,,-0.026492082825822272,,
2000-01-12,,,0,-0.009965397923875408,,-0.004276827371695102,-0.01172413793103444,-0.005623552762156869,0.01992252351964585,-0.014428412874583851,-0.004662840746054497,0.0050356693243811534,-0.01026392961876832,,-0.016578041914294572,,
2000-01-13,,,0,0.013560743743883608,,0.0091761030847326,0.018841591067690233,0.005322687957418415,0.03038524145415078,0.0041291291291292165,0.017297297297297343,0.00542797494780789,-0.0092592592592593,,0.029898218829516487,,
2000-01-14,,,0,0.013586206896551767,,0.023021861094989493,-0.006849315068493178,-0.002647253474520106,0.023170089520800463,-0.007102803738317842,-0.00602196245129305,0.0033222591362127574,0.008224299065420437,,-0.008956145768993173,,
2000-01-18,,,0,-0.007892767231407749,,0.00529500756429635,-0.001034482758620725,-0.0056403450564035396,-0.03293875450334538,-0.02409638554216853,0.012473271560940802,-0.01697019867549665,-0.004078605858361173,,-0.01838578996572149,,
2000-01-19,,,0,0.008161305808929376,,0.0016930022573364845,-0.003106662064204291,-0.002002002002001957,-0.0037253858435337683,-0.019290123456790154,-0.0035198873636044237,0.007157894736842252,0.0007446016381236209,,0.023809523809523725,,
2000-01-20,,,0,-0.015306122448979553,,0.005821596244131477,-0.006578947368421018,-0.013707790036777023,-0.01816239316239321,-0.026357199055861646,0.0,-0.013795986622073708,0.0044642857142858094,,-0.007751937984496138,,
2000-01-21,,,0,-0.0021416234887737806,,0.001306945481702737,-0.012547926106657448,-0.020677966101694922,-0.012513601741022895,0.004444444444444473,0.02755210173083711,-0.011021619330224719,0.032592592592592506,,-0.00187499999999996,,
2000-01-24,,,0,-0.028385488784270274,,-0.032630990117471614,-0.028591599011648428,-0.03738317757009357,-0.018181818181818077,-0.026548672566371723,-0.03540735647989002,-0.02871838834119156,-0.013629842180774676,,-0.030056355666875367,,
2000-01-25,,,0,0.011400883568476461,,0.021202775636083082,-0.005813953488372103,0.006112909025530522,0.010662177328844002,-0.018595041322314043,-0.002138275124732636,-0.012356575463371655,-0.023272727272727334,,0.007101355713363455,,
2000-01-26,,,0,-0.007961110328307708,,-0.03265383163457902,0.008040935672514626,0.007505360972122954,0.037201554691837835,0.0,-0.01571428571428579,0.008936550491510209,-0.004839910647803425,,-0.004487179487179471,,
2000-01-27,,,0,-0.003976990270577407,,-0.009756097560975618,0.0054387237128354915,-0.0028378857750975817,0.01124197002141325,0.005473684210526297,-0.020319303338171224,0.01860053144375562,-0.00635989524878422,,-0.0057952350289761645,,
2000-01-28,,,0,-0.031158645276292418,,-0.035665024630541886,-0.026325279480706842,-0.039487726787620026,-0.034939121228163006,-0.01716917922948069,-0.011481481481481426,-0.008260869565217432,-0.005271084337349241,,-0.02040155440414504,,
2000-01-31,,,0,0.02708272004710044,,0.03310175725378017,0.007037037037037175,0.007407407407407307,0.027427317608337942,-0.005965061780997094,0.02322967403521914,0.018412976764577094,0.046177138531415585,,-0.004628099173553779,,
2000-02-01,,,0,0.009888220120378266,,0.021162974683544222,-0.006987863184994558,0.036397058823529393,0.005872931126534864,0.018002571795970868,-0.002196997436836323,-0.00990099009900991,-0.00723589001447178,,0.01295250747260046,,
2000-02-02,,,0,0.0008514261387824185,,0.007166376137904162,0.0007407407407407085,-0.006739978715856743,-0.010084925690021285,0.00463157894736832,0.006238532110091732,0.0021739130434783593,-0.005102040816326592,,0.024590163934426146,,
2000-02-03,,,0,0.015099957464908442,,0.028846153846153744,-0.0007401924500369805,0.003928571428571503,-0.006434316353887248,-0.01718357082984079,-0.012035010940919078,-0.013882863340563989,-0.001831501831501825,,0.008960000000000079,,
2000-02-04,,,0,-0.004190236748376264,,0.01177570093457958,0.004074074074074119,-0.001778726431874822,-0.010253642741500313,-0.0012793176972279996,-0.02879291251384275,-0.0004399472063353338,-0.005137614678899061,,0.0034887408816999255,,
2000-02-07,,,0,-0.0014727540500737435,,0.011453907260299268,-0.017336776097381046,-0.02102637205987168,-0.010359869138495181,-0.019214346712211894,0.011402508551881407,-0.001320422535211141,-0.002950940612320152,,-0.01611883691529714,,
2000-02-08,,,0,0.013555274617221613,,0.009132420091324311,0.0041291291291292165,0.022570076447033127,0.011019283746556585,-0.0026121027427078447,-0.008643367155204862,0.012340237990303926,0.002219755826859071,,0.010921940250562256,,
2000-02-09,,,0,-0.020996465941376163,,-0.01248868778280543,-0.010467289719626183,-0.016375934496262068,-0.023433242506812002,-0.020078568310781364,-0.03335860500379073,-0.008707009142359556,0.0,,-0.017794725135049205,,
2000-02-10,,,0,0.0019818799547000054,,0.02382697947214063,-0.017000377786173027,-0.009048136083966707,-0.02734375000000011,-0.00801781737193763,0.020784313725490167,-0.033816425120772875,-0.01439645625692143,,-0.008735037204788076,,
2000-02-11,,,0,-0.020274088725628747,,-0.02649480844969565,-0.021137586471944636,-0.014609203798392922,0.0022948938611588865,-0.024696901661428017,-0.011909335382251363,-0.01909090909090916,-0.017602996254681647,,0.0006527415143602333,,
2000-02-14,,,0,0.005840363400389403,,0.0005516734093415909,0.01609736945425988,0.005559673832468359,0.008586147681740153,0.016574585635359185,0.015940902021772896,0.005097312326228121,0.0015249714067859799,,-0.018590998043052864,,
2000-02-15,,,0,0.011326164874551958,,0.002756846167983884,0.017387944358578045,0.002211573903428077,0.0011350737797957144,0.0430253623188408,0.041714504401071606,0.022130013831258566,-0.0026646364674534073,,-0.00764373546028585,,
2000-02-16,,,0,-0.014743407995463698,,-0.00513196480938416,-0.0022787694644891276,-0.038984920926811384,-0.020408163265306034,-0.023013460703430355,0.004408523144746601,-0.013982859720342855,-0.004198473282442716,,-0.028131279303415968,,
2000-02-17,,,0,-0.00517985611510785,,0.022476050110537882,0.004187285877426783,-0.028702640642939148,-0.012731481481481621,-0.0022222222222222365,-0.001097293343087058,-0.015096065873741904,-0.005749329244921331,,-0.000689179875947632,,
2000-02-18,,,0,-0.021478160254555956,,-0.03369369369369368,-0.021986353297952954,-0.014972419227738287,-0.035756154747948354,-0.030289532293986676,-0.028927132918344922,-0.011611704598235018,-0.037008481110254454,,-0.02758620689655178,,
2000-02-22,,,0,-0.002512748503436524,,-0.0024240164087264704,0.016279069767441756,0.0023999999999999577,0.00911854103343468,0.031235645383555388,-0.009049773755656076,0.016447368421052433,-0.0036028823058447124,,-0.007092198581560294,,
2000-02-23,,,0,0.011780395643476327,,0.03046728971962631,-0.0076277650648359785,-0.0031923383878690315,-0.0036144578313254128,-0.011135857461024523,-0.026255707762557146,-0.021729079981507082,-0.020490156689433547,,0.01571428571428579,,
2000-02-24,,,0,-0.02013766842413589,,0.012334482133139923,-0.009223674096848544,-0.03162530024019217,-0.02055622732769047,-0.035585585585585555,-0.010941774130519777,-0.020793950850661713,-0.033634126333059844,,-0.007735583684950864,,
2000-02-25,,,0,-0.0035871758463492665,,-0.009496506002508509,-0.017455391776571072,0.003720545680033105,-0.006790123456790087,-0.01634750116767869,-0.019755037534571307,-0.025096525096525046,-0.005093378607809784,,-0.031183557760453562,,
2000-02-28,,,0,0.021000525013125104,,-0.011758321273516614,0.0031583103039873883,0.036243822075782584,0.03293971410814178,0.003323836657169954,0.030229746070133068,0.019306930693069324,0.028583617747440115,,0.017922457937088465,,
2000-02-29,,,0,0.009623154337765394,,0.022881200805418223,0.011019283746556585,0.021065182829888673,0.006618531889289958,-0.00709891150023656,0.023474178403755985,-0.003399708596406037,0.0070510161758607914,,0.011139058569888727,,
2000-03-01,,,0,0.007275902211874241,,0.010021474588403745,-0.00544959128065392,-0.011677695601401306,0.013747758517633102,-0.010009532888465289,0.024847094801223157,-0.0092592592592593,0.04365733113673809,,0.008528784648187626,,
2000-03-02,,,0,0.0006501011268420509,,0.009922041105598911,0.003522504892367939,-0.0011815675462780728,-0.005896226415094463,-0.022147327876745337,0.018649757553151902,0.0024594195769798155,0.026045777426992878,,-0.004580690627202233,,
2000-03-03,,,0,0.01876849779831069,,0.027719298245614032,0.027301092043681807,0.018533123028391163,0.008896797153024938,0.03249630723781394,-0.015745148297326983,-0.00539744847890089,0.008846153846153948,,0.013805309734513216,,
2000-03-06,,,0,-0.009778218663643368,,-0.0017070672584500457,-0.004176157934700053,-0.023615950445218692,-0.009994121105232345,-0.023843586075345757,-0.005952380952380931,-0.024173655648741854,-0.027830728173846797,,-0.019553072625698387,,
2000-03-07,,,0,-0.01932021466905176,,-0.02735978112175097,-0.03964925657643914,-0.027755749405233954,-0.029691211401425166,-0.0322423058133855,0.06886227544910173,-0.0535894843276038,-0.01176470588235301,,-0.01851851851851849,,
2000-03-08,,,0,-0.0012404232032106055,,0.017580872011251802,0.0103215561730845,0.011827079934747076,-0.011627906976744318,0.021201413427561988,-0.016456582633053163,0.030982905982906095,0.0071428571428571175,,-0.005079825834542695,,
2000-03-09,,,0,0.02922267679719459,,0.03023496890117494,0.010609037328094262,0.02015316404675538,0.004953560371517174,-0.0014829461196244065,0.0014239943040228464,0.02642487046632125,0.007880220646178104,,0.02334062727935793,,
2000-03-10,,,0,-0.005323679727427644,,0.0020124098608083063,0.002332814930015692,-0.013433425523508458,0.003696857670979492,0.008910891089108919,-0.013508709562744414,-0.011610297829379168,0.0,,-0.008196721311475419,,
2000-03-13,,,0,-0.010989795190180507,,-0.014560669456066933,-0.015128006206361566,-0.00800961153384061,0.009821976672805377,0.015210991167811772,-0.014774774774774735,-0.015832482124616853,0.0031274433150900727,,-0.007186489399928164,,
2000-03-14,,,0,-0.014142434519085145,,-0.02292798913043481,-0.0055139818826309694,0.0016148566814695453,-0.0036474164133737386,-0.017399710004833424,0.012801755669348935,-0.005708354955889949,-0.007014809041309467,,0.002533478103510678,,
2000-03-15,,,0,0.02327453707092153,,-0.01738223535546668,0.04039603960396043,0.060459492140266136,0.06101281269066505,0.06000983767830803,-0.0046948356807512415,0.06367432150313146,0.005886970172684469,,0.005054151624548808,,
2000-03-16,,,0,0.046706244188541524,,0.03484875287457978,0.05405405405405417,0.07373622196883312,0.08625646923519259,0.05846867749419937,0.04317851959361407,0.04268891069676162,0.03901677721420205,,0.051724137931034475,,
2000-03-17,,,0,0.0041000410004099486,,0.02358974358974364,-0.003611412062116348,0.000707964601769806,-0.0037056643726839367,-0.03551074090311257,-0.033739130434782605,-0.007529411764705896,0.00037551633496057946,,0.0010245901639343025,,
2000-03-20,,,0,-0.005104124132298882,,-0.004175016700066814,0.005799202609641174,-0.009550760523523105,-0.018597236981934162,0.012272727272727213,-0.015838732901367947,-0.008534850640113834,-0.0041291291291291055,,0.019447287615148356,,
2000-03-21,,,0,0.02052123948286466,,0.026161328190507982,0.021261261261261266,0.011071428571428621,0.03627504060638875,0.011674898967220626,0.03218727139722022,0.01865136298421821,-0.006407840180927327,,0.006024096385542244,,
2000-03-22,,,0,0.006032575909913573,,0.01732309200849813,-0.004234297812279464,-0.004238784881667179,0.008881922675026077,-0.025743453173546427,-0.007795889440113335,-0.007981220657277022,-0.02314112291350534,,0.025615435795076413,,
2000-03-23,,,0,0.017123059497634596,,0.019116465863453724,0.023387668320340227,0.0028378857750974706,0.034697048161574484,0.030979498861047894,-0.001071428571428612,-0.008518693800283916,0.017087378640776807,,0.0038923126824521592,,
2000-03-24,,,0,0.005895453949954277,,0.008511979823455196,0.005886426592797811,0.0031835868411744794,0.01151151151151164,-0.004860804242156402,0.002145155523775477,-0.01766109785202874,-0.009545628102329173,,0.008723747980613927,,
2000-03-27,,,0,-0.01054962229747336,,0.008127539856205068,-0.012392426850258209,-0.0028208744710859213,-0.032657100445324105,-0.00444049733570151,0.0035676061362823752,-0.013119533527696792,0.013878180416345476,,-0.007046764894298452,,
2000-03-28,,,0,-0.005791759905225735,,-0.024186046511627923,-0.0027884280237017167,0.0035360678925033806,0.007672634271099765,-0.01873327386262269,-0.004621400639886253,0.011816838995568846,-0.004942965779467623,,0.000967741935483879,,
2000-03-29,,,0,0.0010591817820733151,,-0.02939307276771519,0.012583012932541049,0.019732205778717482,-0.0076142131979695105,0.020454545454545503,0.05249999999999999,0.024330900243308973,0.01795949560565524,,-0.015146632291331064,,
2000-03-30,,,0,-0.01673059119164133,,-0.027009330495989636,0.006558508802209317,0.022114720110573582,0.002046035805626456,0.027171492204899783,0.0,0.013301662707838391,-0.0022522522522523403,,-0.014070680628272214,,
2000-03-31,,,0,0.011365929114264484,,0.018842530282638048,0.00137174211248281,-0.01048005409060171,0.006125574272588086,-0.0004336513443190526,-0.005429250084832082,-0.005157055789967169,0.0056433408577878375,,0.017922336541652983,,
2000-04-03,,,0,0.005785343795717601,,-0.042272126816380484,0.004452054794520599,0.029723266142808402,0.048198883815322224,0.03253796095444694,0.017059024223814445,0.04571159283694648,0.006734006734006703,,-0.0003260515161396249,,
2000-04-04,,,0,-0.00740495867768598,,-0.0096551724137931,-0.011251278554381128,-0.012276045122760482,-0.039690222652468576,-0.009243697478991675,-0.012411942301241097,0.027940513744930007,0.013749535488665865,,-0.011415525114155334,,
2000-04-05,,,0,-0.006261240258442657,,0.00644150417827305,-0.0037931034482758808,0.0013436345314075115,-0.007560483870967638,-0.008057675996607228,-0.029891304347826164,-0.013590530469092421,0.01319648093841641,,-0.006598482349059687,,
2000-04-06,,,0,0.008646692137542766,,0.012973533990659147,0.008653513326410511,0.010734652801073441,0.010665312341289868,-0.005985463873450225,0.02626050420168058,-0.01822222222222225,0.006150506512300868,,0.019262703420790395,,
2000-04-07,,,0,0.006379585326953707,,0.03415300546448097,0.01509951956074107,0.0,-0.02010050251256279,-0.015913978494623726,-0.01535312180143289,-0.012675418741512012,-0.0028766630708377816,,0.0026067122841315626,,
2000-04-10,,,0,-0.003961965134706813,,-0.03599735799207393,0.0016903313049358992,0.023232658479920287,0.028205128205128327,0.02447552447552459,-0.014553014553014498,0.025217790004585128,-0.0021637216011539673,,-0.00682482937926554,,
2000-04-11,,,0,-0.002850702731371002,,-0.02466598150051391,0.011812352345595745,0.00713590658449581,0.012967581047381493,0.023890784982935065,0.017580872011251802,0.01744186046511631,0.026020961329960235,,0.008835078534031426,,
2000-04-12,,,0,-0.027458280699421578,,-0.06480505795574287,-0.01767845230153442,-0.0022544283413848953,0.004431314623338345,0.026249999999999885,0.00863856254319284,0.01186813186813196,0.008805917576611533,,-0.018164125851443336,,
2000-04-13,,,0,-0.013877495214656865,,-0.019154929577464896,0.0027164685908320774,-0.01839896707553257,-0.026470588235294024,-0.028014616321558994,-0.0020554984583762703,-0.0069504778453518545,0.0010474860335196734,,-0.025437727122563536,,
